hash|||log_cnt|||add|||del|||mod|||other_changes|||other_ext|||ratio|||isConsistent|||message
af0f16e825cebd53a3460adc8391acb0d85dc913|||1|||0|||2|||2|||False|||False|||0.25|||NEW|||xprtrdma: Clean up dprintk format string containing a newline
4a5936dac5aac2b8a01d861281c0d9fa05251cac|||1|||0|||5|||31|||False|||False|||0.027777777777777776|||NEW|||staging: iio: ad7606: implement IIO_CHAN_INFO_OVERSAMPLING_RATIO
4a9be940551ab664918ac089b92c47d74e6cb8e7|||1|||4|||0|||13|||False|||False|||0.058823529411764705|||CONSISTENT|||power: gemini-poweroff: Avoid spurious poweroff
0aa14887c60c27e3385295ee85f5ac079ae2ffb5|||1|||20|||0|||41|||False|||True|||0.01639344262295082|||NEW|||scsi: cxlflash: Hide FC internals behind common access routine
dc0eaa4e19a7db1cb046b3979945536fdc914517|||1|||27|||0|||21|||False|||False|||0.020833333333333332|||CONSISTENT|||iommu/arm-smmu: Support for Extended Stream ID (16 bit)
60e7327d54b270eeadc120b6202af50856548376|||9|||0|||2|||39|||False|||False|||0.21951219512195122|||CONSISTENT|||greybus: audio: Find data connection based on id
95c60c1c8f51521e7f2174fd0fff4dae6d522b83|||1|||0|||57|||12|||False|||False|||0.014492753623188406|||NEW|||rtc: ds3232: fix issue when irq is shared several devices
23ba93403b29f828feb29c06397355213a5af4b5|||1|||0|||4|||28|||False|||True|||0.03125|||CONSISTENT|||iwlwifi: remove unused parameter from grab_nic_access
79107f274b2fc6bce13f687de33c8d0b70994558|||3|||83|||0|||62|||False|||True|||0.020689655172413793|||CONSISTENT|||drm/omap: Add support for drm_bridge
f68cba4e9f7cdd3808631af286cc3244c5e57dab|||2|||0|||10|||2|||False|||False|||0.16666666666666666|||CONSISTENT|||IB/srpt: Inline srpt_sdev_name()
08ae95f4fd3b38b257f5dc7e6507e071c27ba0d5|||1|||56|||0|||14|||False|||False|||0.014285714285714285|||CONSISTENT|||nohz_full: Allow the boot CPU to be nohz_full
5ec63bbdf527d26606c8ba9d3a841755d3887fbe|||1|||0|||3|||9|||False|||False|||0.08333333333333333|||CONSISTENT|||drm/i915/dp: do not proceed with autotests if we don't ACK them
f716abd55d1e141772fd44a99c07c89f4aff1978|||1|||4|||0|||8|||False|||False|||0.08333333333333333|||NEW|||Btrfs: fix out of bounds array access while reading extent buffer
7dbbaa5180cb380ac28f023dda8663d8dd3b8b56|||2|||0|||4|||29|||False|||False|||0.06060606060606061|||CONSISTENT|||ASoC: pcm1681: replace codec to component
469869d18a886e046161ca65516bd3ffcd2f804b|||11|||0|||2|||13|||False|||False|||0.7333333333333333|||INCONSISTENT|||clocksource: Convert to using %pOF instead of full_name
c2710ac9f5a8dab4f9bb080713452fe6286ca83d|||1|||12|||0|||9|||False|||False|||0.047619047619047616|||INCONSISTENT|||soc/tegra: pmc: Add specific error messages
1e58565e6d147751d85ee9e692d1226059b3318f|||1|||0|||1|||1|||False|||False|||0.5|||INCONSISTENT|||sched/autogroup: Fix error reporting printk text in autogroup_create()
6aa800ca65b1788e8c2e4ffd1e57a4c4355fe0ed|||5|||0|||3|||12|||False|||False|||0.3333333333333333|||INCONSISTENT|||spi: imx: use proper dev_* functions for driver messages
a5fcec480f25eb5444c0b71ecdf9b18b09236b95|||1|||14|||0|||7|||False|||True|||0.047619047619047616|||CONSISTENT|||PCI: imx6: Add DT property for link gen, default to Gen1
82d5e73f6b7955867fc86314430bf923ab9cc485|||1|||1|||41|||7|||True|||True|||0.02040816326530612|||NEW|||drm: drop obsolete drm_core.h
ab3f9c8868654adc836cd6d726e202f18776331a|||1|||0|||0|||8|||False|||True|||0.125|||CONSISTENT|||ath10k: switch to use new generic UUID API
642f15a5cee74de7f4aab5e04f19045db8dcf871|||1|||0|||8|||2|||False|||False|||0.1|||CONSISTENT|||qtnfmac: simplify error reporting in regulatory notifier
75891f502f5fc70f52a01af5b924384ed4866907|||1|||73|||0|||36|||False|||True|||0.009174311926605505|||CONSISTENT|||SUNRPC: Support for congestion control when queuing is enabled
99c265950b55f18299924e1b0e5e737795e2ebdb|||2|||10|||0|||14|||False|||False|||0.08333333333333333|||CONSISTENT|||xfs: more robust recovery xlog buffer validation
c1a145a3ed9a40f3b6145feb97789e8eb49c5566|||2|||0|||0|||2|||False|||False|||1.0|||INCONSISTENT|||xhci: Use %zu for printing size_t type
7e83cab824a86704cdbd7735c19d34e0ce423dc5|||1|||17|||0|||9|||False|||False|||0.038461538461538464|||CONSISTENT|||remoteproc: Modify recovery path to use rproc_{start,stop}()
c19e31d0a32dd3ee555a536414104acf86b9a884|||1|||0|||84|||117|||False|||True|||0.004975124378109453|||NEW|||mtd: nand: denali: rework interrupt handling
2be83da85a64773efaa407639de81bd1377f880e|||1|||78|||0|||23|||False|||True|||0.009900990099009901|||CONSISTENT|||thermal: devfreq_cooling: add new interface for direct power read
d50f42384dbfcf5143de614710e132dc06cd2439|||2|||0|||1|||7|||False|||False|||0.25|||INCONSISTENT|||mmc: tmio_mmc_dma: don't print invalid DMA cookie
f067ddad003b67be8acb7fd739172dcfb4817a2a|||1|||0|||7|||5|||False|||False|||0.08333333333333333|||CONSISTENT|||media: imx274: remove unused data from struct imx274_frmfmt
038d710fca5bb149d3af2e0b71f1284f8430a979|||1|||0|||0|||2|||False|||False|||0.5|||INCONSISTENT|||scsi: qla2xxx: avoid printf format warning
8175a01c2117e13f53b258e039f3a89c58be1425|||1|||1|||0|||10|||False|||False|||0.09090909090909091|||CONSISTENT|||mfd: twl-core: Refactoring for add_numbered_child()
4c147bcff52b582cd278f39261302a4659da3fef|||12|||0|||0|||15|||False|||False|||0.8|||INCONSISTENT|||crypto: atmel - fix 64-bit build warnings
9300bf8610fd90a63a04dcc6be8223552321edad|||1|||0|||2|||4|||False|||False|||0.16666666666666666|||CONSISTENT|||brcmfmac: use bar1 window size as provided by pci subsystem
bc3ec75de5452db59b683487867ba562b950708a|||1|||74|||32|||160|||True|||True|||0.0037593984962406013|||CONSISTENT|||dma-mapping: merge direct and noncoherent ops
f8a3dcb5a927141610e30d01e5782ba4a4516980|||3|||0|||4|||4|||False|||False|||0.375|||INCONSISTENT|||[media] meye: don't break long lines
5b0bd14dcc6bf0d28ad908aa1b8835667f860c84|||1|||0|||1|||9|||False|||False|||0.1|||CONSISTENT|||drm/i915/icl: keep track of unused pll while looping
d165b5a86fcad715aea1f164186224fe0c2f57f3|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||ASoC: zx-i2s: fix spelling mistake: "timeing" -> "timing"
e01569ab962145b2fb46f6240bf1f07ec3a6261a|||1|||3|||0|||2|||False|||False|||0.2|||INCONSISTENT|||drm/i915: Silence debugging DRM_ERROR for failing to suspend vlv powerwells
57878f2f4697a4f4ae53586fa7565ed1a3275a2c|||1|||128|||0|||12|||False|||True|||0.007142857142857143|||CONSISTENT|||net: ethernet: ave: add support for phy-mode setting of system controller
33f0921934981f3489dd635095af73687a716747|||1|||0|||43|||14|||False|||False|||0.017543859649122806|||NEW|||amso1100: fold c2_reg_phys_mr into c2_get_dma_mr
b83faeda028bf361db9c796396e710d5fb1337b0|||5|||0|||0|||102|||False|||True|||0.049019607843137254|||CONSISTENT|||rtlwifi: rtl8188de: Remove CamelCase variables
706a527ca32b3bf950754631fa42982c0f1c060b|||6|||1|||0|||17|||False|||False|||0.3333333333333333|||CONSISTENT|||prism54: isl_38xx: Replace 'struct timeval'
3c6d6e0fbf5eb6367dfc8a97f72bd625e78b1aae|||1|||3|||0|||1|||False|||True|||0.25|||CONSISTENT|||drm: drm_printer: add __printf validation
0d3c703a9d1723c7707e0680019ac8ff5922db42|||1|||76|||0|||70|||False|||True|||0.00684931506849315|||NEW|||ipv6: Cleanup IPv6 tunnel receive path
4fd786e6c3d67b1348e0ad4f450efe9fc9d7a306|||8|||5|||0|||53|||False|||True|||0.13793103448275862|||CONSISTENT|||btrfs: Remove 'objectid' member from struct btrfs_root
94d40b2ff2fb2cb1763d7afb96360a0eb95f1493|||1|||0|||0|||6|||False|||False|||0.16666666666666666|||CONSISTENT|||[media] media: rc: gpio-ir-recv: use helper variable to access device info
c41f012ade0b95b0a6e25c7150673e0554736165|||1|||0|||0|||25|||False|||True|||0.04|||CONSISTENT|||mm: rename global_page_state to global_zone_page_state
107dec2749fed1b4172f77c091961b15221419db|||1|||126|||0|||194|||False|||True|||0.003125|||NEW|||drivers: net: xgene: Add support for multiple queues
d1a31e975738c215f450f3d7c15d5fb96942a866|||1|||0|||2|||1|||False|||False|||0.3333333333333333|||INCONSISTENT|||ARM: davinci: re-use %*ph specifier
1de392f5d5e803663abbd8ed084233f154152bcd|||20|||1|||0|||32|||False|||False|||0.6060606060606061|||INCONSISTENT|||x86: Remove pr_fmt duplicate logging prefixes
12af5004145a3fa53246cca4cbb2c57d18dde202|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||ASoC: Intel: Skylake: Fix typo
6bb4fe12ea089da98b89dc2630d2273d60fe0c29|||1|||1|||0|||4|||False|||False|||0.2|||CONSISTENT|||usb: dwc3: gadget: use update transfer command
44b3e31d540e917a4d2292b902ade63fa1748d9a|||1|||20|||0|||2|||False|||False|||0.045454545454545456|||CONSISTENT|||leds: pca955x: Add ACPI support
7d5cb45655f2e9e37ef75d18f50c0072ef14a38b|||2|||92|||30|||180|||False|||False|||0.006622516556291391|||CONSISTENT|||i2c compat ioctls: move to ->compat_ioctl()
1a80810fbf238e6dbaaaa5262a76d328ace21376|||1|||0|||4|||8|||False|||True|||0.08333333333333333|||CONSISTENT|||SUNRPC: remove machine_cred field from struct auth_cred
83fba2c06f19f4a6bff785a91c33a5c4de142e5e|||6|||0|||18|||111|||False|||True|||0.046511627906976744|||CONSISTENT|||[media] rcar-vin: rework how subdevice is found and bound
6cd7ccaaa84f6d9ee9ed33c66d7492121e2b98fd|||5|||0|||2|||6|||False|||False|||0.625|||INCONSISTENT|||clocksource/drivers/mtk_timer: Fix pr_warn() messages in mtk_timer_init
420b82f842941a32adf309ca1b193adfc77616b0|||2|||0|||12|||20|||False|||False|||0.0625|||CONSISTENT|||spi: rockchip: set min/max speed
f6a95a24957aec5bb488c3f978c4ed508177998f|||3|||365|||0|||285|||True|||True|||0.004615384615384616|||CONSISTENT|||net: ethernet: bgmac: Add platform device support
ef3a61406618291c46da168ff91acaa28d85944c|||6|||0|||0|||6|||False|||False|||1.0|||INCONSISTENT|||RISC-V: Silence some module warnings on 32-bit
fd2b18b4a7bf01453324733a18297ae9a197a4ae|||1|||0|||0|||2|||False|||False|||0.5|||INCONSISTENT|||scsi: qedf: Use vsprintf extension %pad
642e51677d29c9f21891b571be4473ec482acaf0|||1|||5|||0|||42|||False|||True|||0.02127659574468085|||NEW|||drm/tilcdc: Clean up LCDC functional clock rate setting code
475339684ef19e46f4702e2d185a869a5c454688|||1|||33|||0|||65|||False|||True|||0.01020408163265306|||CONSISTENT|||x86/e820: Prepare e280 code for switch to dynamic storage
d4bf0065b7251afb723a29b2fd58f7c38f8ce297|||2|||0|||19|||118|||False|||True|||0.014598540145985401|||CONSISTENT|||xen/blkback: make pool of persistent grants and free pages per-queue
17090beec26ea5bd064c67e2707151722d9d88d6|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||mwifiex: Suppress -ENOSR error for data traffic on USB
c210f7b411790ee0fc4252547d645c5d8648adc5|||2|||0|||2|||5|||False|||False|||0.2857142857142857|||INCONSISTENT|||KEYS: DNS: limit the length of option strings
6862e6ad95e984991a6ceec592cf67831658f928|||1|||2|||0|||6|||False|||False|||0.125|||CONSISTENT|||efi/capsule: Allocate whole capsule into virtual memory
b969398490d940a98cec0aefcafb9877dc122182|||2|||0|||0|||6|||False|||False|||0.3333333333333333|||CONSISTENT|||serial: earlycon: Show the earlycon "driver" in banner
db5742b6849ed7f01d764e6755b8ab2b422f29b2|||3|||159|||0|||18|||False|||True|||0.01694915254237288|||CONSISTENT|||perf stat: Support per-die aggregation
43d7560494a264a34e8bb5257ef43b0be6134dac|||3|||15|||0|||27|||False|||False|||0.07142857142857142|||CONSISTENT|||clocksource/drivers/arc: Convert init function to return error
07c81ac2adccbdfe8cc48fe4ad347cd37520c504|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||selinux: Cleanup printk logging in avc
ec61bd2fd2a27bf7368261b230ef54fe34d1cce3|||1|||74|||0|||2|||False|||True|||0.013157894736842105|||INCONSISTENT|||s390/qeth: use diag26c to get MAC address on L2
c219b01579b204be007d26b6f484a7a26d620799|||4|||1|||0|||5|||False|||False|||0.6666666666666666|||INCONSISTENT|||xfs: clarify units in the failed metadata io message
b1c6cc64dd140df856ef9a3265a22772bf819f88|||1|||184|||0|||31|||False|||True|||0.004651162790697674|||NEW|||media: rockchip/vpu: Open-code media controller register
79c12a752cea61d41fd2f95600eaaaaafb99fe9e|||20|||22|||0|||414|||False|||True|||0.045871559633027525|||CONSISTENT|||nfp: separate data path information from the reset of adapter structure
1d55abc0e98a0bf35f3af80665aac564e3b30572|||5|||0|||11|||48|||False|||True|||0.0847457627118644|||CONSISTENT|||scsi: mpt3sas: switch to pci_alloc_irq_vectors
af64935213c42245e7937af0e4a359e1be7946b2|||1|||0|||0|||2|||False|||False|||0.5|||INCONSISTENT|||net: stmmac: use dev_info() before netdev is registered
384258f252727c67772bbd48dad3185a30ba50d3|||5|||29|||0|||115|||False|||True|||0.034722222222222224|||CONSISTENT|||memory: omap-gpmc: Implement IRQ domain for NAND IRQs
e4500b5e35c213e0f97be7cb69328c0877203a79|||1|||0|||62|||56|||False|||True|||0.00847457627118644|||CONSISTENT|||ceph: use list instead of rbtree to track cap flushes
10d5509c8d50a2c2f761a08a616530dced35e2d8|||2|||71|||19|||680|||False|||True|||0.0025974025974025974|||NEW|||[media] v4l2: remove g/s_crop from video ops
f0ad97ac12f0e91cf3846025256ca97845bcfccd|||1|||0|||0|||3|||False|||False|||0.3333333333333333|||CONSISTENT|||net: hns3: Add missing break in misc_irq_handle
78ff751f8e6a9446e9fb26b2bff0b8d3f8974cbd|||2|||65|||0|||153|||False|||False|||0.009174311926605505|||CONSISTENT|||scsi: mac_scsi: Fix pseudo DMA implementation, take 2
8649aaef4044681257ed38cf8706aea88430f2c4|||1|||58|||0|||18|||False|||True|||0.013157894736842105|||CONSISTENT|||igb: Add support for using order 1 pages to receive large frames
0421dd4167ec7d74daf891aae9e64801a3adcd4f|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||rtlwifi: rtl8192ce: fix typo, "PairwiseENcAlgorithm" -> "PairwiseEncAlgorithm"
145bdaa1501bf1c8a6cfa8ea5e347b9a46aad1b7|||1|||0|||0|||2|||False|||False|||0.5|||NEW|||mm: thp: correct split_huge_pages file permission
37bcec5d9f71bd13142a97d2196b293c9ac23823|||5|||0|||15|||29|||False|||False|||0.11363636363636363|||CONSISTENT|||hwmon: (pwm-fan) Use devm_thermal_of_cooling_device_register
9cfbfa701b55868cda4d638164887d5c74c7bfdd|||3|||14|||0|||41|||False|||True|||0.05454545454545454|||NEW|||ixgbe: cleanup sparse warnings
642ee6b209c2f4c20fe0a7ed36b429c470162eae|||1|||41|||0|||32|||False|||True|||0.0136986301369863|||NEW|||SUNRPC: Allow further customisation of RPC program registration
588bfea9108a6226958d7c0e6c5542e6dcc649d2|||1|||0|||0|||3|||False|||False|||0.3333333333333333|||INCONSISTENT|||staging: greybus: log: Fix line over 80 characters.
100e90000840741b630d1a369119ccb57ea4e49c|||8|||0|||4|||10|||False|||True|||0.5714285714285714|||INCONSISTENT|||greybus: use decimal notation for interfaces, bundles and cports
3e58690b8dbddefb4422295b57a6f214e8aa03fd|||1|||0|||0|||6|||False|||True|||0.16666666666666666|||CONSISTENT|||ASoC: rsnd: use BRGCKR instead of SSICKR
ad6a0a52e6de3d1161b7999c7903db906ba4cf79|||2|||1|||0|||24|||False|||True|||0.08|||CONSISTENT|||nvme: rename NVME_CTRL_RECONNECTING state to NVME_CTRL_CONNECTING
deeae7a69f755c53a68a907f336c5cee54932025|||1|||76|||0|||23|||False|||True|||0.010101010101010102|||CONSISTENT|||scsi: qla2xxx: Added change to enable ZIO for FC-NVMe devices
4ee48a5ecb7a3af272ac2c6cd6a0865b95a3d5f2|||1|||0|||0|||11|||False|||True|||0.09090909090909091|||CONSISTENT|||greybus: firmware: prefix char-device with 'gb-'
79df6a490bb0d6d71e97441d4cd3d10d986d5cb3|||11|||10|||0|||118|||False|||True|||0.0859375|||CONSISTENT|||staging: wilc1000: pass vif to wilc_send_config_pkt
fcd2042e8d36cf644bd2d69c26378d17158b17df|||3|||1|||0|||6|||False|||False|||0.42857142857142855|||INCONSISTENT|||mwifiex: printk() overflow with 32-byte SSIDs
ca762a8ae7f453978a4769af9dcd3cb08e45b932|||4|||30|||2|||78|||False|||True|||0.03636363636363636|||CONSISTENT|||drm/msm: introduce msm_fence_context
64c32eab660386f9904bb295a104c9c425e9f8b2|||1|||0|||2|||15|||False|||False|||0.058823529411764705|||NEW|||serial: stm32: Add support of TC bit status check
1621f8f3f9cdfab43822aa54a84c2a0a5111b936|||1|||0|||8|||11|||False|||False|||0.05263157894736842|||CONSISTENT|||btrfs: use bio_for_each_segment_all in __btrfsic_submit_bio
43b2ec01d2140964d98ea7812ca2f9dff67d2db2|||1|||1|||0|||6|||False|||False|||0.14285714285714285|||CONSISTENT|||IB/ehca: fix handling idr_alloc result
334cb0626de1b793a26d693051060f8dbf0e5b90|||1|||127|||0|||51|||False|||True|||0.0056179775280898875|||CONSISTENT|||ice: Implement VSI replay framework
fe4e09e701213213cf2024e2979ea227c2e36c60|||5|||2|||0|||6|||False|||False|||0.625|||INCONSISTENT|||MIPS: traps: Fix output of show_stacktrace
30795467e54f3fe0d00f2dba4e58e6475b8fd2e7|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||perf tools: Fix message because cpu list option is -C not -c
ab64a58976cd2ec9c479f40bec31c7ce93e1ccc9|||1|||0|||0|||2|||False|||False|||0.5|||INCONSISTENT|||[media] usbvision: add missing USB-descriptor endianness conversions
edc41b3c5489996e4c1ec820bf102660bf745c45|||1|||0|||0|||2|||False|||False|||0.5|||INCONSISTENT|||kernel/params.c: downgrade warning for unsafe parameters
e8295146503720db914f2b82569de31bacbf6387|||1|||1|||0|||1|||False|||False|||0.5|||INCONSISTENT|||hwmon: (lm70) Utilize dev_warn instead of pr_warn
7eb6ce2f272336ff8337f40fa8668fa04dc2d684|||15|||0|||4|||31|||False|||False|||0.42857142857142855|||INCONSISTENT|||gpio: Convert to using %pOF instead of full_name
7772e380efcde7e6a2cdb731cf03b28582d6c51c|||2|||8|||4|||115|||False|||True|||0.015748031496062992|||NEW|||media: af9015: enhance streaming config
56104cf2b8d20eed32c14eac8ac574c35377ab38|||2|||0|||30|||34|||False|||True|||0.03125|||CONSISTENT|||IMA: Use the the system trusted keyrings instead of .ima_mok
3136432956501f071891c3d4b6194feb2df924a5|||1|||79|||2|||54|||False|||True|||0.007407407407407408|||CONSISTENT|||scsi: aacraid: Added new IWBR reset
fd897573fa4cfe66ebddf5f4444f36710cf0cad0|||3|||11|||0|||23|||False|||True|||0.08823529411764706|||INCONSISTENT|||rcu: Improve diagnostics for failed RCU grace-period start
89c38422e072bb453e3045b8f1b962a344c3edea|||1|||5|||0|||2|||False|||False|||0.14285714285714285|||CONSISTENT|||of, numa: Validate some distance map rules
eab69801cf4388aeba2c730ce4db746ae164eada|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||drm/amdkfd: Avoid flooding dmesg on Raven due to IOMMU issues
41322aa691950431ccef115e85b2d6bba654bd70|||2|||1|||2|||46|||False|||True|||0.04081632653061224|||CONSISTENT|||drm/omap: Pass drm_display_mode to .check_timings() and .set_timings()
5160fb4bbd7add491b93fbf859cae5804f3de8bf|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||media: omap3isp: fix uninitialized variable use
e3c44b8ddc2349b48950b3b15c3b9d74655356c7|||1|||3|||0|||13|||False|||False|||0.0625|||CONSISTENT|||PCI/DPC: Read RP PIO Log Size once at probe
121ca8e56551e4c52fdb37e8771eddc9ef44c880|||1|||4|||0|||30|||False|||False|||0.029411764705882353|||CONSISTENT|||arm64: kexec_file: Refactor setup_dtb() to consolidate error checking
064a07cba2919bcfbadf9edf5c26c740e69fa585|||1|||5|||0|||1|||False|||False|||0.16666666666666666|||NEW|||tools: bpftool: report device information for offloaded maps
a673783771d0cb306dc883951cd204a21cbbc2b5|||2|||2|||0|||2|||False|||False|||0.5|||INCONSISTENT|||staging: fsl-mc: improve pr_* messages
30f3b17eaf4913e9e56be15915ce57aae69db701|||1|||8|||0|||6|||False|||False|||0.07142857142857142|||CONSISTENT|||media: ov772x: add checks for register read errors
b3fa29ad83770c764909d8497be3866ad341a3a6|||2|||0|||1|||2|||False|||False|||0.6666666666666666|||INCONSISTENT|||kobject: to repalce printk with pr_* style
c0dd3460b28626430b83b9bf80af4c5a2bd4a53b|||2|||0|||23|||109|||False|||True|||0.015151515151515152|||CONSISTENT|||drm/i915: Canonicalize stolen memory calculations
738f9de5cdb9175c19d24cfdf90b4543fc3b47bf|||1|||79|||0|||95|||False|||True|||0.005747126436781609|||CONSISTENT|||CIFS: Send RFC1001 length in a separate iov
e0519696cc31c111f11e7c67bd663dbb88d6673f|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||drm/amdgpu: print an error when the parser can't be initialized
48ef0908b81cc6b92ec8b157bb78ce2c4eddd7c7|||2|||15|||0|||10|||False|||False|||0.08|||INCONSISTENT|||crypto: axis - support variable AEAD tag length
81072bfd13f23079417259f8973532ae21716225|||1|||0|||0|||8|||False|||False|||0.125|||CONSISTENT|||drm/i915: Rename async to nonblock.
801c0b2c4db3a33d56b3e19240df7b897e5bbfbc|||1|||35|||0|||8|||False|||False|||0.023255813953488372|||NEW|||powerpc: Print MSR TM bits in oops messages
3dc173f6f1ac3bdcb2e9d25cc61c0488db899fe6|||1|||0|||5|||1|||False|||False|||0.16666666666666666|||CONSISTENT|||USB: gadget: remove unneeded MODULE_VERSION() usage
3d08f43c73c4144517e31f3cf7564f98e81fd28f|||1|||4|||0|||4|||False|||False|||0.125|||NEW|||Bluetooth: ath3k: Fix warning: quoted string split across lines
3a2824c72ab5d9b2b93d49461f09d5ae342d994c|||1|||21|||0|||2|||False|||True|||0.043478260869565216|||CONSISTENT|||[media] si2157: Add support for Si2141-A10
91880a6b6ba398c74420b4b0d0ef6fc3005f71ca|||4|||0|||5|||31|||False|||True|||0.1111111111111111|||CONSISTENT|||ASoC: wm9867: replace codec to component
5d163e0e68ce743e1e919ddd3264c96ac02e9026|||119|||0|||67|||324|||False|||False|||0.30434782608695654|||INCONSISTENT|||btrfs: unsplit printed strings
74a102521208554e0daf52b0aeb742c066ad1e34|||1|||79|||0|||40|||False|||True|||0.008403361344537815|||CONSISTENT|||iwlwifi: mvm: support CHANNEL_SWITCH_TIME_EVENT_CMD command
8d43d57036679a8635952c9ef54989a7b48e8c00|||3|||0|||0|||3|||False|||False|||1.0|||INCONSISTENT|||KVM: s390: clarify kvm related kernel message
4e56828a5db19e2de8f8dc464c6df2e7e9ff4e13|||1|||81|||0|||18|||False|||True|||0.010101010101010102|||CONSISTENT|||fsi/fsi-master-gpio: Implement CRC error recovery
f2db7361cb19bf3a6f7fd367f21d8eb325397946|||3|||28|||0|||49|||False|||True|||0.03896103896103896|||CONSISTENT|||VMCI: Support upto 64-bit PPNs
aefff4915632185e286c8c94f6f5ccb939fc51d7|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||drm/xen-front: fix spelling mistake: "conector" -> "connector"
36ed7e97e260e9b7abf30121b3f58f2c83bf35c1|||1|||2|||0|||8|||False|||False|||0.1|||CONSISTENT|||drm/i915/gvt: Remove duplicated MMIO entries
6cdf4e87b454d1f26ef557307345dadce71d1f94|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||drm/amdgpu/gmc9: clarify GPUVM fault error message
3993b112dac968612b0b213ed59cb30f50b0015b|||1|||0|||0|||2|||False|||False|||0.5|||INCONSISTENT|||btrfs: avoid null pointer dereference on fs_info when calling btrfs_crit
62d0fe45297d213ba923e252dcdbcee6f41a3bc6|||1|||0|||3|||2|||False|||False|||0.2|||INCONSISTENT|||drm/i915: Remove success dmesg noise for intel_rotate_pages()
86544fbd853c49a9eccb3d0f4e7eb9317f3fccf9|||2|||0|||0|||2|||False|||False|||1.0|||NEW|||ocfs2: add newlines to some error messages
eb8fafdfb9fce95b7d4f4bc9d34a46863176d7f8|||1|||9|||0|||2|||False|||False|||0.09090909090909091|||INCONSISTENT|||greybus: firmware: log the name of the firmware being requested
1f6b6b6267ebe6f36f3640bccb93d54e9699c131|||5|||144|||0|||895|||False|||False|||0.004812319538017324|||CONSISTENT|||drm: omapdrm: dispc: Allocate the dispc private data structure dynamically
7a72a2e5e6e06172ae26a3c5c8c89a5578f28432|||1|||10|||0|||14|||False|||False|||0.041666666666666664|||NEW|||perf stdio: Separate standard headers output
591905ba96796e3b677b14fa79f27127bfaab4ab|||3|||69|||0|||25|||True|||True|||0.031914893617021274|||NEW|||net/mlx5: Introduce Mellanox SmartNIC and modify page management logic
e27d90e8be08d96b5e047cd01daf7e62c4fcab78|||2|||30|||0|||24|||False|||True|||0.037037037037037035|||CONSISTENT|||lguest: Map switcher text R/O
cfce494db3bfccd2a0774652b95f286639acef36|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||tools/power turbostat: fix x2apic debug message output file
c6247f72d46457408d98969c4dfb78adc95053e4|||1|||0|||9|||5|||False|||False|||0.07142857142857142|||CONSISTENT|||mm/hugetlb.c: replace memfmt with string_get_size
cf895efc4d9c2dfb3cd03cf298ea55637feba901|||1|||2|||0|||7|||False|||False|||0.1111111111111111|||CONSISTENT|||media: coda: flag the last encoded buffer
23f0ab13eaa69b4a351184cbec448be2aad3a3a9|||1|||0|||4|||78|||False|||False|||0.012195121951219513|||CONSISTENT|||ovl: use struct copy_up_ctx as function argument
173c520a049f57e2af498a3f0557d07797ce1c1b|||8|||0|||1|||79|||False|||True|||0.1|||CONSISTENT|||KVM: PPC: Move nip/ctr/lr/xer registers to pt_regs in kvm_vcpu_arch
967b87fd81d513de7aac247320f02b1645f9ca64|||5|||0|||9|||19|||False|||False|||0.17857142857142858|||CONSISTENT|||powernv-cpufreq: Treat pstates as opaque 8-bit values
1141c3e39c64e4aba2d98cb3dcca95369c9dafbe|||1|||0|||0|||2|||False|||False|||0.5|||INCONSISTENT|||x86/dumpstack: Fix duplicate RIP address display in __show_regs()
75e0f100774f84db43a1a14a3b6a8d3375bed321|||1|||0|||4|||11|||False|||False|||0.06666666666666667|||CONSISTENT|||thermal: exynos: always check for trips points existence
0dd9ce18b9f315878894351595a53dd81fdd8598|||2|||0|||0|||2|||False|||False|||1.0|||INCONSISTENT|||IB/ipoib: Use __func__ instead of function's name
41c8f70f5a3db7e06179186b6525fd9ee1d7d314|||2|||7|||9|||52|||False|||True|||0.029411764705882353|||CONSISTENT|||xprtrdma: Harden backchannel call decoding
82ef30f13be0b4fea70a9c6215f7cff40bb3be63|||1|||126|||0|||11|||False|||True|||0.0072992700729927005|||CONSISTENT|||net: ena: add hardware hints capability to the driver
1cb9e38c8c17b16b2712aaf2ca4d3509f0fe9366|||3|||0|||0|||5|||False|||False|||0.6|||CONSISTENT|||greybus: spi: use the bundle struct device instead of the connector
dadcd398b3f059a0aa9de1cac8030a1d5a3791a5|||1|||0|||2|||1|||False|||False|||0.3333333333333333|||INCONSISTENT|||can: peak_usb: fix product-id endianness in error message
8fc2cb4ba03ee3502ec23de825cd133f5388738f|||2|||0|||0|||4|||False|||False|||0.5|||CONSISTENT|||ocfs2: fix some small problems
