hash,log_cnt,add,del,mod,other_changes,other_ext,ratio,isConsistent,message
b7ddfb9f496e23eafccd1d630f25b68f105e0ee8,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,"spi: loopback-test: fix spelling mistake: ""missmatch"" -> ""mismatch"""
fb94109b764e7676fa63834b9033ba97175877a0,1,84,0,16,FALSE,FALSE,0.01,CONSISTENT,irqchip/stm32: protect configuration registers with hwspinlock
b605ed8b2db63aea1e0ee9fce5513ae3ff8c8928,3,0,0,6,FALSE,FALSE,0.5,INCONSISTENT,remoteproc: use proper format-specifier for printing dma_addr_t
ac906a6d56b742e13f9e600c7c7879b323cfbf15,3,0,3,7,FALSE,FALSE,0.3,INCONSISTENT,ACPI / NUMA: Use pr_fmt() instead of printk
1408cc1fa48c5450c0dc4b40cbd9718ecb09d1c9,3,1654,0,188,TRUE,TRUE,0.001628664495,CONSISTENT,qed: Introduce VFs
b86d865cb1cae1e61527ea0b8977078bbf694328,1,0,5,6,FALSE,TRUE,0.09090909091,CONSISTENT,blkcg: Make blkg_root_lookup() work for queues in bypass mode
476490a945e1f0f6bd58e303058d2d8ca93a974c,2,20,0,14,FALSE,FALSE,0.05882352941,CONSISTENT,drm/i915/ilk: Don't disable SSC source if it's in use
981f1f803516666d3e02f1d707a7f4b0ebf41967,3,21,0,10,FALSE,FALSE,0.09677419355,CONSISTENT,sfp: allow cotsworks modules
717da97e94a9ba590632624992a9f79d53d3579b,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,"kvm: selftests: fix spelling mistake ""Insufficent"" -> ""Insufficient"""
e3d301cae0092062cbcd6b4e7ceebbab9d87e263,1,1,0,1,FALSE,FALSE,0.5,INCONSISTENT,mm/memblock.c: do not complain about top-down allocations for !MEMORY_HOTREMOVE
14b05f8a012a319cd58d25b4564da98a7b9b7303,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,drm/amd/powerplay/cz: print message if smc message fails
72259deb3a9f2c07d18d71d7c9356754e7d88369,4,13,0,58,FALSE,FALSE,0.05633802817,CONSISTENT,crypto: tcrypt - Fix memory leaks/crashes in multibuffer hash speed test
ba64792ff9b4612ab20623118e0b616e760ecdf7,1,0,244,2,FALSE,TRUE,0.00406504065,CONSISTENT,ARM: OMAP2+: hsmmc.c: Remove dead code
9d9e7ba9ee8f304c4608f3c81aa5e7fb3bddd251,6,28,0,21,FALSE,FALSE,0.1224489796,CONSISTENT,Orangefs: improve gossip statements
b8ba8602b81a019c67bc1f34b6b68e8965086532,2,0,4,10,FALSE,FALSE,0.1428571429,CONSISTENT,rtl8xxxu: rtl8723bu_parse_efuse(): Use a pointer to the struct rtl8723bu_efuse
2bff3916fda9145587c0312b6f5c43d82504980c,1,9,0,18,FALSE,TRUE,0.03703703704,CONSISTENT,usb: musb: Fix PM for hub disconnect
f8f97b0c5b7f7c801d80ac78165edf25fff1f5e0,18,18,22,274,FALSE,TRUE,0.05732484076,CONSISTENT,scsi: qla2xxx: Cleanups for NVRAM/Flash read/write path
4ca72efaeffd0d244c44307abc9d4cb11f8ad475,1,6,0,121,FALSE,TRUE,0.007874015748,CONSISTENT,[media] uapi/media.h: Rename entities types to functions
37cacc0a13012eee9fa0b07563eb149ec9244b1e,7,2,1,37,FALSE,TRUE,0.175,INCONSISTENT,qla2xxx: Use d_id instead of s_id for more clarity
585e3227ec583217b323cec121d3fc188ca4d23e,45,0,11,71,FALSE,TRUE,0.5487804878,INCONSISTENT,[media] dib3000mb: use pr_foo() instead of printk()
6c53694fb2223746738d1d0cea71456ca88c8fb2,5,46,0,187,FALSE,TRUE,0.02145922747,CONSISTENT,Input: synaptics - split device info into a separate structure
dd17cc7bf8b9447f5612c3887b84a88eeb5e3dff,1,8,0,11,FALSE,FALSE,0.05263157895,CONSISTENT,fpga fr br: update supported version numbers
6b2a314f726ad6d54852446ddf599b91f806f0b5,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,"net: ethernet: nuvoton: fix spelling mistake: ""aligment"" -> ""alignment"""
947c49afe41fca4c062a8a780b0e003115d7238c,2,0,35,51,FALSE,TRUE,0.02325581395,CONSISTENT,usb: musb: da8xx: Remove mach code
c713c8770fa5bfbeaac088cc7b959c7a6ba79f93,2,13,36,99,FALSE,TRUE,0.01351351351,CONSISTENT,cifs: push rfc1002 generation down the stack
abc006b7a6eaf598c3987e5ae87deb7cd8221145,2,0,6,2,FALSE,FALSE,0.25,CONSISTENT,soc: qcom: smem: require order of host ids to match
0b2c9f88b94cd40f6a27641f0bac02a7ba185e39,1,0,0,2,FALSE,FALSE,0.5,INCONSISTENT,ASoC: bytcr_rt5640: Fix a typo and quirk parameter type
bc596c4256507040743d9bbbf2b78fc82ec45893,24,0,8,246,FALSE,TRUE,0.09448818898,CONSISTENT,ASoC: da7218: replace codec to component
2edd53272120ea3fd32193ef7f921580a534e218,3,30,0,14,FALSE,TRUE,0.06818181818,CONSISTENT,drm/i915/dp: Add support for HBR3 and TPS4 during link training
520ea7c581bf3ba4761c1fb61c53b11767665b62,1,22,0,43,FALSE,TRUE,0.01538461538,CONSISTENT,drm/i915: Prepare for non-object vma
01d53c04637f96bbb753e9c7f61392c40671b564,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,scsi: lpfc: Fix kernel warnings related to smp_processor_id()
21ae43570940f8393a80369f62a3880bd64daad8,1,0,28,32,FALSE,TRUE,0.01666666667,CONSISTENT,platform/x86: intel_pmc_core: Substitute PCI with CPUID enumeration
8c8933eba0c2853ecbd6a9ef7542b9058f8b5e11,1,0,13,4,FALSE,FALSE,0.05882352941,CONSISTENT,powerpc/cell: Use irq_of_parse_and_map() helper
abdad50d1d184e0c663b57015d9bbc11701207e7,2,0,0,2,FALSE,FALSE,1,INCONSISTENT,dmaengine: s3c24xx: use correct print specifiers for size_t
c8acfe0aadbeb78f65826959891be15cc0a709a3,1,173,0,36,FALSE,FALSE,0.004784688995,CONSISTENT,USB: serial: cp210x: implement GPIO support for CP2102N
5f53d28608f600d9ee07378453bd2d49e132fff4,1,0,0,8,FALSE,TRUE,0.125,CONSISTENT,powerpc/mm/hash: Rename KERNEL_REGION_ID to LINEAR_MAP_REGION_ID
7defd1daacef6bfae5387e95bcd7b57c9183aaf7,2,4,0,14,FALSE,TRUE,0.1111111111,CONSISTENT,drm/nouveau/secboot: support for different load and unload falcons
c4ee30a280b1b921c4b46b46312bf55c3fe9a25a,1,0,2,2,FALSE,FALSE,0.25,CONSISTENT,wlcore
12a3cc8424fe1237aaeb982dec4f0914ddd22f3e,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,bpf: fix stack state printing in verifier log
2b760d88a0fcd85a526a5c1ce4556ceff5723baa,3,0,0,8,FALSE,TRUE,0.375,INCONSISTENT,ALSA: hda - Spell vga_switcheroo consistently
ca46acb981072f084d63d2a94430a5c3190aa32a,2,7,0,7,FALSE,FALSE,0.1428571429,CONSISTENT,clocksource/drivers/meson6_timer.c: Convert init function to return error
feb2c3bc331576ed4e0bf9608966351b1bb9b622,2,1,4,8,FALSE,TRUE,0.1538461538,CONSISTENT,drm/dp: Kill unused MST vcpi slot availability tracking
d26da99058869a5a655820ea43b86f246bf6874a,22,4,4,50,FALSE,FALSE,0.3793103448,INCONSISTENT,[media] omap3isp: don't break long lines
4e7655fd4f47c23e5249ea260dc802f909a64611,1,0,3,3,FALSE,FALSE,0.1666666667,CONSISTENT,ALSA: seq: Don't break snd_use_lock_sync() loop by timeout
004d564f908790efe815a6510a542ac1227ef2a2,1,57,0,61,FALSE,TRUE,0.008474576271,CONSISTENT,tools/io_uring: sync with liburing
87d5d2593299cb8814e5f26c676aef3557650eea,1,0,0,10,FALSE,TRUE,0.1,CONSISTENT,drm/i915: Renaming CCK related reg definitions
2f075565e32b7dc92559f9bc294ac94a487999fc,1,0,0,14,FALSE,FALSE,0.07142857143,CONSISTENT,drm/i915: Use LINEAR modifier instead of NONE
c5cc0c697149345ded2f792a919097cd51464274,3,0,0,3,FALSE,FALSE,1,INCONSISTENT,netfilter: ipvs: Use %pS printk format for direct addresses
2d95e7ed07ed29715a801a3d33b2ad2a6fb26ee3,1,2,0,36,FALSE,TRUE,0.02631578947,CONSISTENT,media: v4l: mediabus: Recognise CSI-2 D-PHY and C-PHY
00a5c58d9499bd0c290b57205f43a70f2e69d3f6,1,1,0,21,FALSE,TRUE,0.04545454545,CONSISTENT,KVM: PPC: Make iommu_table::it_userspace big endian
33fda9fa9fb081fae165348f32e3244414991fad,1,2,0,2,FALSE,FALSE,0.25,INCONSISTENT,ubifs: Fix debug messages for an invalid filename in ubifs_dump_inode
24752783baae2cfdd061140a61797957963bf069,2,0,0,18,FALSE,TRUE,0.1111111111,CONSISTENT,staging: wilc1000: rename pHandle in wilc_mq_recv
63ba534ecf78c301df87b25267406002cc1af14a,1,0,4,3,FALSE,FALSE,0.1428571429,CONSISTENT,drm/i915: Handle cdclk limits on broadwell.
2159fb3729293c7919ed13ccad72c8072c2f39b5,5,4,0,43,FALSE,FALSE,0.1063829787,CONSISTENT,staging: olpc_dcon: olpc_dcon_xo_1.c: Switch to the gpio descriptor interface
b676da70c495acb2515de76300596e9147806ead,1,1,0,1,FALSE,FALSE,0.5,INCONSISTENT,ALSA: hda: Abort capability probe on invalid capability
7389e6ef347443ac90116c2208bbdfb4f9d135ba,2,23,0,4,FALSE,TRUE,0.07407407407,CONSISTENT,[media] SDI: add flag for SDI formats and SMPTE 125M definition
95d2a324660ac46420b64481507dcedab7341dad,2,0,2,2,FALSE,FALSE,0.5,INCONSISTENT,staging: ks7010: don't print skb->dev->name if skb is null
5f9a50c3e55ee887b7a0ccb68045b92579972b55,2,32,0,27,FALSE,TRUE,0.03389830508,CONSISTENT,ASoC: Davinci: McBSP: add device tree support for McBSP
8bc20f6594a10d3e69b37fc223e43da3804673ef,1,0,0,2,FALSE,FALSE,0.5,CONSISTENT,drm/i915: Stop consulting plane->fb
9785b4321b0bd701f8d21d3d3c676a7739a5cf22,1,9,0,2,FALSE,FALSE,0.09090909091,CONSISTENT,drm/virtio: fix busid regression
7cbea6327e76f2a7d77d02065a191bb29865a4a9,1,188,0,1,FALSE,FALSE,0.005291005291,CONSISTENT,ARM: sun9i: smp: Support CPU/cluster power down and hotplugging for cpu1~7
a5ff7a45c9c8fc4d2d9484c028a9d882da6d5f48,1,2,0,15,FALSE,FALSE,0.05882352941,CONSISTENT,drm/i915: Use intel_fb_obj() everywhere
6dc52b15c4a48052ade2529d639eee401d76e469,1,11,0,3,FALSE,FALSE,0.07142857143,CONSISTENT,arm64: Force KPTI to be disabled on Cavium ThunderX
1d6442263400709f12586b4b23a75b6aad549140,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,"PM: wakeup: Use pr_debug() for the ""aborting suspend"" message"
0e9fdd2b315c0fde535336ea09499a927e415566,1,0,5,18,FALSE,FALSE,0.04347826087,CONSISTENT,scsi: NCR5380: use sg helper to iterate over scatterlist
570927df46891a395e193a9a68532f25b21ab83d,1,0,12,8,FALSE,FALSE,0.05,CONSISTENT,watchdog: rt2880_wdt: Convert to use device managed functions and other improvements
fd0944baad806dfb4c777124ec712c55b714ff51,1,0,2,30,FALSE,TRUE,0.03125,CONSISTENT,KVM: PPC: Use ccr field in pt_regs struct embedded in vcpu struct
56b67a4f292f14548f4046979d46d07bcf8ba971,5,8,0,64,FALSE,TRUE,0.06944444444,CONSISTENT,dm integrity: various small changes and cleanups
b4357d21d6744b76f8ab1dcaaa32d3bedb4ba565,2,32,0,14,FALSE,FALSE,0.04347826087,CONSISTENT,media: v4l: fwnode: Support default CSI-2 lane mapping for drivers
40aa60a2e9ab5242593101bb6270563ee5acdf46,4,0,0,35,FALSE,FALSE,0.1142857143,CONSISTENT,ASoC: inno_rk3036: replace codec to component
c04782177f212686cd1d74225df34a5c292be25b,2,1,0,14,FALSE,FALSE,0.1333333333,CONSISTENT,iio:measurement specialties core: Fix endian sparse warnings.
4e6bd4e0aaf8e00d9ea4472d91252715c4b4bd5d,1,7,0,32,FALSE,FALSE,0.02564102564,CONSISTENT,btrfs: Simplify alloc_reserved_tree_block interface
72c6ec18eb6161c8fc672ae96ec5c77df4d07405,1,8,0,25,FALSE,TRUE,0.0303030303,CONSISTENT,RDMA: Move uverbs_abi_ver into struct ib_device_ops
b9c767fdde6138b945fce386eb481e34a080b7d5,1,0,0,12,FALSE,FALSE,0.08333333333,INCONSISTENT,rsi: fix spelling mistakes
afa9104b04fc34ef23c25cb605906e7c0c7be47b,1,4,0,2,FALSE,FALSE,0.1666666667,CONSISTENT,drm/amd/display: create new function prototype update_dchub for dcn
6a828b0f6192b4930894925d1c1d0dc1f1d99e6e,5,488,0,343,FALSE,TRUE,0.006016847172,CONSISTENT,scsi: lpfc: Support non-uniform allocation of MSIX vectors to hardware queues
cc018e3612e4a8244790521e88f9b1b7eb60dab0,1,50,0,4,FALSE,TRUE,0.01851851852,CONSISTENT,i2c: at91: add support for the HOLD field
8b9550344d3914cf606f365b6fa4279fb3cd4684,18,3,0,37,FALSE,TRUE,0.45,INCONSISTENT,drm/ipp: clean up debug messages
d7437fc0d8291181debe032671a289b6bd93f46f,1,8,0,4,FALSE,FALSE,0.08333333333,CONSISTENT,i2c: emev2: avoid race when unregistering slave client
bbd1e3a5dcf1542f83e39d5a39f68765e5428439,1,0,30,38,FALSE,TRUE,0.01470588235,CONSISTENT,drm: sti: use generic zpos for plane
c5419e2618b951a73d590e0752810686d52c45cf,2,20,0,144,FALSE,TRUE,0.01219512195,CONSISTENT,scsi: qla2xxx: Combine Active command arrays.
d0b63bb3385c5683c7531044425f4507ca5251b2,2,75,0,55,FALSE,TRUE,0.01538461538,CONSISTENT,drm/amdkfd: allow split HQD on per-queue granularity v5
423400e64d377c0d8a2459795420681177e51e74,6,480,0,189,FALSE,TRUE,0.008968609865,CONSISTENT,scsi: aacraid: Include HBA direct interface
25cdda95fda78d22d44157da15aa7ea34be3c804,1,71,0,62,FALSE,TRUE,0.007518796992,CONSISTENT,iscsi-target: Fix initial login PDU asynchronous socket close OOPs
e37fea58f771c2674709099a09ddafd058fef634,1,4,0,19,FALSE,FALSE,0.04347826087,CONSISTENT,fs: cifs: replace CURRENT_TIME by other appropriate apis
a4253fde53fda56c2116a1cf8df9c93ef272eab4,1,0,4,17,FALSE,FALSE,0.04761904762,CONSISTENT,scsi_dh_alua: simplify alua_initialize()
22148df0d0bdbd5d1cca4e069e17bf49b070498f,9,0,1,12,FALSE,FALSE,0.6923076923,INCONSISTENT,r8169: don't use netif_info et al before net_device has been registered
6c404f34f2bdd422e24783287520ebaed036657a,5,0,23,82,FALSE,TRUE,0.04761904762,CONSISTENT,brcmfmac: Cleanup pmksa cache handling code
62717f537e1b325665711166c33cd2d06fd6a5cd,2,55,0,17,FALSE,FALSE,0.02777777778,CONSISTENT,ncr5380: Implement new eh_bus_reset_handler
2ba7ac5814a6952aad647ce31696b893772cbe83,2,6,0,3,FALSE,TRUE,0.2222222222,CONSISTENT,perf mem: Introduce perf_mem_events__name function
8ab102d60a0c19df602f3758848d55f0703bf9bb,1,0,0,13,FALSE,TRUE,0.07692307692,INCONSISTENT,"scripts/spelling.txt: add ""partiton"" pattern and fix typo instances"
e7c0b5991dd1be7b6f6dc2b54a15a0f47b64b007,1,2,0,5,FALSE,FALSE,0.1428571429,CONSISTENT,ovl: warn instead of error if d_type is not supported
d392a673e718767049824f99c76bb483d893b881,1,7,17,33,FALSE,TRUE,0.01754385965,CONSISTENT,IB/hfi1: Remove pstate from hfi1_pportdata
e6fe3e5b7d16e8f146a4ae7fe481bc6e97acde1e,3,6,0,6,FALSE,FALSE,0.25,CONSISTENT,printk: Give error on attempt to set log buffer length to over 2G
e68aca08d77e75c43850187a1cf8203fc53179de,5,62,0,41,FALSE,FALSE,0.04854368932,CONSISTENT,ASoC: Intel: Skylake: Support multi-core in Broxton
8111725a3afa6c20d2bd62d2b2d729ecf18cf7d7,1,0,0,4,FALSE,TRUE,0.25,CONSISTENT,staging: wilc1000: rename pu8WepKey in host_int_add_wep_key_bss_ap
f873866a05cc4ca718e4f2fb6f2601a7869f3e12,2,0,10,2,FALSE,FALSE,0.1666666667,CONSISTENT,ibmvnic: Clean up device close
fecd02eb2c527abd4889779497250f09c1f12eeb,1,0,0,2,FALSE,FALSE,0.5,CONSISTENT,IB/hns: Switch from dma_device to dev.parent
423353a11e9a36885d113722168cf4343eef4dff,1,4,0,1,FALSE,FALSE,0.2,CONSISTENT,selftests: breakpoints: return Kselftest Skip code for skipped tests
231bfe53c57e89857753c940192acba933cba56c,2,0,0,2,FALSE,FALSE,1,INCONSISTENT,iio: fix some warning messages
432c3a3ca794bd2301425cb58bf097fc26690c17,2,191,0,17,FALSE,TRUE,0.009615384615,CONSISTENT,drm/amd/powerplay: enable avfs feature for polaris
517a6e43c4872c89794af5b377fa085e47345952,1,2,0,1,FALSE,FALSE,0.3333333333,INCONSISTENT,CIFS: Fix some return values in case of error in 'crypt_message'
9136fccf38a7aaf173c42365664c2fce1bcc67a1,1,0,4,99,FALSE,TRUE,0.009708737864,CONSISTENT,staging: most: core: replace struct most_inst_obj
92798b4566b1adcf2e259b3116c38553fe655852,2,2,0,7,FALSE,FALSE,0.2222222222,CONSISTENT,iommu/exynos: Set master device once on boot
a057a52e94e15d89be8af557584e0144a496b6c6,2,4,0,8,FALSE,TRUE,0.1666666667,CONSISTENT,rapidio: change inbound window size type to u64
ef0f62264b2a9e6fc73476ed22ade1ff1f3ad7f3,2,56,0,6,FALSE,TRUE,0.03225806452,CONSISTENT,platform/x86: mlx-platform: Add physical bus number auto detection
b04dc1999073250b7d9919eb266da61283ba3db0,6,0,0,10,FALSE,FALSE,0.6,INCONSISTENT,IB/{ipoib
58a6a7dd19980087f5bbbcf7fcfc02a90b72de79,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,drm/amdgpu: change log level to KERN_INFO in ci_dpm.c
bfc0bab172cabf3bb25c48c4c521b317ff4a909d,4,145,0,164,FALSE,TRUE,0.01294498382,CONSISTENT,scsi: cxlflash: Support multiple hardware queues
71e32a20cfbf0e53f43117337d355ea505f8f081,1,51,0,12,FALSE,TRUE,0.01587301587,CONSISTENT,net: mscc: ocelot: make use of SerDes PHYs for handling their configuration
c91e42f5efea7f2828d6f24165ada97f65f9e7e5,3,0,2,4,FALSE,FALSE,0.5,INCONSISTENT,[media] pwc: don't break long lines
2a222ca992c35aee1e83af428f3dd26a3f5d5d94,2,6,0,96,FALSE,TRUE,0.01960784314,CONSISTENT,fs: have submit_bh users pass in op and flags separately
ec3c2d518b163dd2be48ac1fee8d7f1686cd769f,1,2,0,16,FALSE,FALSE,0.05555555556,CONSISTENT,eeprom: at24: use a common prefix for all symbols in at24.c
5dce14b9d1a29cf76331f0fe8eb7efd63e0fcb9a,6,0,3,8,FALSE,FALSE,0.5454545455,INCONSISTENT,efi/capsule: Clean up pr_err/_info() messages
76223c5496a7cf10aef1971e4e6aff77abadd15a,1,3,0,4,FALSE,FALSE,0.1428571429,CONSISTENT,drm/amdgpu/psp: Fix can't detect psp INVOKE command failed
7588f1ecc5f0c914e669d8afb6525f47cd1c4355,1,0,0,2,FALSE,FALSE,0.5,INCONSISTENT,video: fbdev: pxa3xx_gcu: fix error return code in pxa3xx_gcu_probe()
4b6eca9d6817e58ae9b3342a5974e8fd9285279e,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,tools: bpftool: don't use hex numbers in JSON output
5ac67d8bc753b122175e682274599338b3ee7d42,1,168,0,14,FALSE,TRUE,0.005494505495,CONSISTENT,bnxt_en: Added support for Secure Firmware Update
ff8e81163889ac4c7f59e7f7db6377d0c5d8d69c,2,0,1,11,FALSE,TRUE,0.1666666667,CONSISTENT,mm
aac4492ef23a176b6f1a41aadb99177eceb1fc06,1,14,0,28,FALSE,TRUE,0.02380952381,CONSISTENT,IB/mlx5: Update counter implementation for dual port RoCE
fb430b39dbb0def3c7fc47a79fb02c5dfcda9f9c,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,alpha: fix spelling mistake QSD_PORT_ACTUVE -> QSD_PORT_ACTIVE
e4aeba697943692652246a2d0a040f0859d70e86,2,0,5,3,FALSE,FALSE,0.25,CONSISTENT,drm/i915/gvt: Don't dump partial state in cmd parser
644da3c39aaa9fac630ecb2657b43adf0c8e97fc,2,0,2,2,FALSE,FALSE,0.5,INCONSISTENT,scsi: megaraid_sas: add in missing white spaces in error messages text
b0548cff99ba927730d4f0c306b98cb6b6aa7cf7,1,0,1,1,FALSE,FALSE,0.5,INCONSISTENT,i40iw: do not print unitialized variables in error message
e0c0483c22e567f5d105046f745c033f28a2f0b0,1,0,7,4,FALSE,FALSE,0.09090909091,CONSISTENT,lpfc: Use pci_(request|release)_mem_regions
0a967b4a8e4d5e4e5e50e799bb9d8aa4218c6b2f,1,6,0,10,FALSE,FALSE,0.0625,CONSISTENT,net: dsa: lan9303: refactor lan9303_get_ethtool_stats
0cb43965d42a21a7af41f88f1021b478dc102425,5,106,0,93,TRUE,TRUE,0.02512562814,CONSISTENT,RDS: split out connection specific state from rds_connection to rds_conn_path
0e04dc26cc594d31ee6b1382b452b6bc83b57937,1,29,0,28,FALSE,FALSE,0.01754385965,CONSISTENT,libceph: pick a different monitor when reconnecting
158da513b13deb04b266e4ad171871d1a8531f26,4,0,11,15,FALSE,TRUE,0.1538461538,CONSISTENT,btrfs: refactor helper for bg flags to name conversion
5cb0789de1fe3b8be2d0ab9a78451a48ae07e74c,1,0,17,3,FALSE,FALSE,0.05,CONSISTENT,iio: accel: bcm150: Remove handling for regmap raw_read_max
c75343972b79ef5bd44c498a63b326e37470bbfc,1,0,2,6,FALSE,FALSE,0.125,INCONSISTENT,efi/arm: Fix the format of EFI debug messages
2e4456f08fa81b9a4804379c56c7ef02c0b0d8f0,11,0,11,23,FALSE,FALSE,0.3235294118,INCONSISTENT,mmc: sdhci: Fix strings broken across multiple lines
b99d3659b309b358e5b789e644b046d6721c9da4,167,0,12,187,FALSE,FALSE,0.8391959799,INCONSISTENT,usb: musb: switch dev_dbg to tracepoints
560c053deb94ff65b22a87f28e8e2fab5940555c,1,4,0,7,FALSE,FALSE,0.09090909091,CONSISTENT,media: vivid: fix vid_out_buf_prepare()
6f5086a6e3383ae6a1b08a88836fcfda7d171ca4,10,0,0,10,FALSE,FALSE,1,INCONSISTENT,iommu/amd: Remove leading 0s in error log messages
15962a18284552b5ec58982ff60a5e92e0c5c92b,1,0,2,8,FALSE,TRUE,0.1,CONSISTENT,cxgb4: Fix FW flash errors
7a5ddc8fe0ea9518cd7fb6a929cac7d864c6f300,1,0,14,10,FALSE,TRUE,0.04166666667,CONSISTENT,x86/kvmclock: Decrapify kvm_register_clock()
6a50d6ada03d8d9102a632d0e2db70cd9b6620f5,1,1,7,60,FALSE,TRUE,0.01470588235,CONSISTENT,scsi: smartpqi: add supporting events
bb3cc85e16431bb4b19606cbcf5fca8cce4e5200,3,17,0,42,FALSE,TRUE,0.05084745763,CONSISTENT,drbd: use bio op accessors
5e00d5034abf816aa1ca5033ed7c0d6ff04cba87,7,0,0,9,FALSE,FALSE,0.7777777778,INCONSISTENT,rtl8xxxu: Do not unconditionally print debug info in rtl8723bu_handle_c2h()
d84b899a946ea590355ab5f9ce13f56767ec312d,2,4,0,4,FALSE,FALSE,0.25,CONSISTENT,ice: Don't let VF know that it is untrusted
b68d75b955a62a6ade9e004b656415f346c3ad40,1,0,0,18,FALSE,FALSE,0.05555555556,INCONSISTENT,[media] msp3400-driver: don't use KERN_CONT
afb6d0647fd250a068efd985987b5ff2c0d1b853,1,5,0,12,FALSE,FALSE,0.05882352941,CONSISTENT,powerpc/mm/radix: Display if mappings are exec or not
1d7b17b09fc87b0c30ca002a62cabcecc36d0704,2,0,0,2,FALSE,FALSE,1,INCONSISTENT,drm/amdgpu:fix typo
42a58f73e9ea4002692732d45a6ea1a0df9e125b,2,0,0,4,FALSE,FALSE,0.5,INCONSISTENT,PCI: rcar: Clean up debug messages
8719138318316656988dbd422461c1addc9a9159,3,0,0,3,FALSE,FALSE,1,INCONSISTENT,perf test: Silence tracepoint event failures
00b30e794ffc3bd8f4c6dc357fe7e881ae6e5373,1,0,7,8,FALSE,TRUE,0.06666666667,CONSISTENT,drm/omap: Pass pipe pointer to omap_crtc_init()
25cdd7aa5e67c09d65a5a2a5da5fc01ebf6483fe,11,5,0,27,FALSE,FALSE,0.34375,CONSISTENT,greybus: operation: handle static connections
dd192494e6ed5fb29e75c82cc8dc40f9e7f1f764,136,59,0,384,FALSE,FALSE,0.3069977427,INCONSISTENT,rtlwifi: btcoexist: Convert halbtc8723b1ant.c to use standard debugging
15c8ffc41a1559e37e3ec7106b261f5706490f1e,42,3,0,45,FALSE,FALSE,0.875,INCONSISTENT,[media] tuner-xc2028: mark printk continuation lines as such
eb004603c857f3e3bfcda437b6c68fd258c54960,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,"sctp: Fix spelling mistake: ""Atempt"" -> ""Attempt"""
47d0dcc35412feb354aace4c5dcc07c03cb4ccb0,1,0,3,9,FALSE,TRUE,0.08333333333,CONSISTENT,net: dsa: remove useless args of dsa_cpu_dsa_setup
e8c6d500447c577e669c24ec04cd4173fe9f9afb,2,65,0,50,FALSE,TRUE,0.01739130435,CONSISTENT,perf test: Print result for each LLVM subtest
75094dc8487935a0d95b78b7d21804805fc3a3be,1,0,23,9,FALSE,TRUE,0.03125,CONSISTENT,iwlwifi: remove IWLWIFI_DEBUG_EXPERIMENTAL_UCODE
f3e70d2991df5591263f2e9f83e74cc047462240,9,2,7,181,FALSE,TRUE,0.04736842105,CONSISTENT,drm/nouveau/disp: rename nvkm_output_dp to nvkm_dp
c9d9d0d443afab6c4c1ce295c283f0caab56db16,8,8,1,47,FALSE,TRUE,0.1428571429,CONSISTENT,greybus: interface: Fetch interface id instead of module id during setup
4e64e5539d152e202ad6eea2b6f65f3ab58d9428,1,28,6,442,FALSE,TRUE,0.002100840336,CONSISTENT,drm: Improve drm_mm search (and fix topdown allocation) with rbtrees
e390f9a9689a42f477a6073e2e7df530a4c1b740,1,2,1,8,FALSE,TRUE,0.09090909091,CONSISTENT,objtool
74f312ef847f006aadbe5061eeefe375200e3207,1,63,0,35,FALSE,TRUE,0.01020408163,CONSISTENT,bpftool: add pop and dequeue commands
ba95c7452439756d4f6dceb5a188b7c31dbbe5b6,1,482,0,3,TRUE,TRUE,0.00206185567,CONSISTENT,"tools: bpftool: add ""prog run"" subcommand to test-run programs"
4fdd5368f8c727be45524f4f53af42b19ae689f1,1,1,0,1,FALSE,FALSE,0.5,INCONSISTENT,staging: rtl8188eu: Replace function name in string with __func__
6538808c5619850cfedc9bee6d64d3793b31923d,1,2,0,2,FALSE,FALSE,0.25,CONSISTENT,USB: serial: relax generic driver bulk-endpoint requirement
27d1c469a5d3a104fc5a9313dac84e726f8f3de9,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,"Bluetooth: fix spelling mistake: ""advetising"" -> ""advertising"""
cd8140c673d9ba9be3591220e1b2226d9e1e40d3,1,0,0,2,FALSE,FALSE,0.5,INCONSISTENT,libceph: don't spam dmesg with stray reply warnings
0f10c71a10d04e86fd842d621f678ee1fd233695,1,3,0,6,FALSE,FALSE,0.1111111111,CONSISTENT,drm/exynos: fix types for compilation on 64bit architectures
ad0d9e76a4124708dddd00c04fc4b56fc86c02d6,1,3,0,28,FALSE,FALSE,0.03225806452,CONSISTENT,bcache: use bio op accessors
d72b5810cba5fd6f77f22742df1cb4a3c473cd6b,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,greybus: fw-management: Fix error message's text
370d757da92f051e954e7743152e8e6c90046354,1,14,0,17,FALSE,FALSE,0.03225806452,CONSISTENT,drm/i915: Move verify_wm_state() to heap
